,cause,effect,explanation,Cause:Effect,Cause+Truth:Effect,Cause:Truth+Effect,CEQ
779,The helicopter came to another hemisphere of Earth.,The pilot saw jet streams.,Pilots use jets to take pictures of the earth's surface.,0.02358950765480344,0.01975644400959278,0.03181135733792222,0.008221849683118784
780,These two are heterosexuals.,They sleep together.,Monogamy is the union of two opposite sexes in a monogamous relationship.,0.0019740090637270858,0.0022437463876377357,0.059535661297461795,0.05756165223373471
781,The police fired a shot.,The birds on the tree were scared away.,Birds are able to sense danger in the air.,0.014872708257196015,0.016841756252231808,0.022839604301168978,0.007966896043972964
782,Tom wants to eat some seafood.,His mother took use of fumigation and made sure that seafood are clean.,Fumigation is the process of removing harmful bacteria from the body.,0.024810371473610524,0.03208501262519635,0.0197587646475738,0.007274641151585826
783,Tom loves smiling.,Tom often feels happy.,Smiling is a way of expressing one's true self.,0.025145319428312947,0.012180685080647586,0.016566589468150743,-0.008578729960162203
784,The philosophers have proposed a lot of true perceptions which are beneficial to poeple's life.,All of generations accepted and took use of them.,Peple is a member of the family of true perception.,0.014912757475573872,0.015091569837037223,0.02032452355621056,0.0054117660806366884
785,The diver visited many ocean basins.,He found beautiful seamounts.,Surface basins are the most beautiful of all the marine environments.,0.22818977684227684,0.22059710700489696,0.15790045451179466,-0.007592669837379884
786,We plan to see ringtails.,We will go to the habitats.,Habits occur in habitats.,0.001821104772119214,0.005597503123235654,0.002615200529641766,0.0037763983511164396
787,He is a soccer player and good at heading the ball.,He won MVP in the game.,MVP is the award given to the best player in a game.,0.06141283228958915,0.08778464744354683,0.07465792396619855,0.02637181515395768
788,Scientists study the paramagnetism of atoms.,Scientists have discovered the permanent magnetic moment of atoms.,Magnets are one of the three permanent magnetic moments of the atom.,0.1455653694395948,0.10660574130269176,0.1260821585726434,-0.0194832108669514
789,There was an accident.,A journalist was explaining it to the audience.,Journalists explain incidents.,0.0043264945884234724,0.009583139797889285,0.0053159763557877725,0.005256645209465813
790,The temperature has risen.,The pressure in the tank has increased.,Pressure increases with increasing temperature.,0.033819215584501676,0.03556083479407486,0.04282981334611687,0.009010597761615197
791,I have seen fleas's three stages in their lifecycle.,Fleas have at least three stages.,Fleas reach their fourth stage when they reach their fifth stage of life.,0.002480166297604645,0.0092822263921191,0.007523426479848799,0.006802060094514456
792,The flower was beautiful and fragrant.,Lucy went to smell it.,Flowers have fragrant aroma.,0.026929315429998622,0.03079509255020368,0.035844253560325376,0.008914938130326754
793,The farmers planted many crops.,Grain can be used to make food.,Grain is a type of grain produced by many plants.,0.039103938858987185,0.03988026884965639,0.047101781407451276,0.007997842548464092
794,I've been feeling under stress lately.,Various health problems prevail these days.,Stress is a common symptom of many health problems.,0.017796127856193233,0.045652770258203704,0.02456473577293864,0.02785664240201047
795,This two kids will go to skiing this afternoon.,Their parents asked them to wear protective clothing in case of accidents.,Skiing is a time when children are most at risk of serious injury.,0.007178903767488316,0.05754453057389427,0.007741607119783717,0.05036562680640595
796,Tom became a father.,He should take on more responsibilities.,Fathers have responsibility.,0.010033720099678966,0.005266941448972951,0.008383763567685915,-0.0016499565319930513
797,Lisa is an architect.,Lisa designs buildings.,Architects create designs.,0.022586765508746276,0.003497643923991756,0.019354711984526336,-0.0032320535242199404
798,The petechiae on his arm became much bigger.,The petechiae might turn into eccchymoses.,Eccchymosis is the size of a papier-mâché.,0.003214112201779285,0.002767526343039566,0.004657185992240488,0.001443073790461203
799,Mosquitos are ubiquitous around here.,We can raise some bullfrogs.,Bullfrogs are one of the most common animals in the wild.,0.0015201949517652264,0.00576000171981402,0.004010533323257017,0.0042398067680487934
800,Fishermen harvest many fish with broad flat bills and many of them are hurt by the tooth-like notches.,It is the time of trumpeters recently.,Pheasant have a broad flat bill as well as a narrow flat one.,0.020336411979660216,0.02734199997626075,0.034863838862153065,0.01452742688249285
801,The nature is the gift for the whole world.,Faeries like living in it.,Faeries live in harmony with the universe.,0.03944339438543211,0.02288536725868489,0.039619983048052455,0.00017658866262034584
802,He attacked her without proof.,He is quite a lunatic.,Lunatics are people who have no reason to believe in the existence of gods.,0.003044536348577065,0.01262408343079672,0.01091215733126733,0.009579547082219655
803,Mary bought some boletes from the market this morning.,The boletes decayed this afternoon.,Boletes have a hard time getting to their feet.,0.023782540620087025,0.008860257913989776,0.021012213477139906,-0.002770327142947119
804,He bought some stock.,He holds securities in a fractional ownership stake in this company now.,Securities are the shares of a company owned by one person over a period of time.,0.020532120563768037,0.021130566246910117,0.018307883527506674,0.0005984456831420806
805,Jack is a monotheist.,He believes there is just one god in the world.,Monotheism is the belief in one god as the supreme being of all creation.,0.006878231631294551,0.018291295080905656,0.2858272386615101,0.2789490070302156
806,Calcium deposits in Tom's arteries.,He is suffering from arteriosclerosis.,Arteriosclerosis is a disease of the arteries caused by calcium deposits in the blood.,0.09669389649183271,0.12500323075994094,0.09569351512377121,0.02830933426810822
807,Mangabeys took over the forest.,The forest covers a vast area.,Cambodia is one of the countries with the largest populations of mammals on the planet.,0.012189957436476518,0.022041988086846924,0.014913210964655947,0.009852030650370406
808,Jack lives in the tropics.,Jack's residence produces a lot of sugarcane.,Sugarcane is one of the mainstays of tropical rainforests.,0.008207061128358086,0.021090383324089655,0.015762064247785514,0.012883322195731569
809,Snowflakes fell down in the humid weather.,People used umbrella to resist sleet.,Awebs provide protection.,0.038681349013005455,0.012926847197719122,0.03287478421997718,-0.005806564793028275
810,The hippo and the breeder in the zoo are chasing a ball.,The hippo won.,Hippos chase balls.,0.0037199681154615814,0.002717565213486727,0.007668741444578547,0.0039487733291169655
811,Tom went to a drama show last night.,Tom went home after the stops.,Dramas are scenes of scenes.,0.012325505836990465,0.010478122994019802,0.022770638878269384,0.010445133041278918
812,There is still vegetation near the stream during the dry periods.,The stream keeps flowing.,Livestock feed on vegetation to maintain their food supply.,0.023187238604996035,0.02343510867181653,0.05319924373805342,0.030012005133057382
813,My companion were tired.,They returned home.,Walking in the middle of the night can cause nausea.,0.005896323488378452,0.00835843272090612,0.01726414582870498,0.01136782234032653
814,Light can be relax.,Scientists show this is Alpha.,Gamma is the opposite of a relaxed state.,0.014800007125823288,0.015455243143942973,0.017164838874228067,0.0023648317484047787
815,The farmer's wheat got enough nutritions.,The production was of good quality.,Nutrition is the process of producing a quantity of food from one source to another.,0.0332153451352439,0.03499606076132718,0.03919766578820072,0.00598232065295682
816,Jack put the quilt in the sun to dry.,The quilt is warm.,Quilts are made of fabric.,0.01646766456146911,0.10141640207296215,0.018364939871534855,0.08494873751149304
817,The witch was not allowed to enter indigenous women's sites.,She had no place to practise rituals.,Necessities include rituals.,0.03773047708522815,0.032988887950397304,0.03966447410241283,0.001933997017184684
818,Lucy took good care of her baby carefully.,Her baby was healthy when she grew up.,Pregnancy is a time when the body reacts to changes in the environment.,0.03523714641572221,0.03099571904986606,0.044666909698188165,0.009429763282465954
