The woman gave birth to a child. The child brought psycho-physical phenomena on a new life.,Birth is the arising of the psycho-physical phenomena.,Psycho-psychology is the study of the effects of the mind on the body.
Mary has to settle all the problems in these three modules. She tries different principles and solves them respectively.,Modules apply principles.,Modules focus on principles.
His major is kinesiology. He is very knowledgeable about movement.,Kinesiology refers to the study of movement.,Kinesiology is the study of movement in the human body.
The multiplet volume increases rapidly. The occurrence of flocculation had an obvious influence.,Flocculation occurs when the multiplet volume increases rapidly.,Flocculation is a common cause of the rapid increase in the number of children who are admitted to intensive care.
He bought some equipment. He got some cloak devices.,Equipment includes cloak devices.,Cloak devices are devices used to conceal objects from the naked eye.
This kingdom is rich in wines. Their  vines and bounty are envied by other kingdoms.,Wine is the fruit of the vine the symbol of the earth's bounty.,Wine is the food of a kingdom.
The restaurant sells Smoothies. They orders fresh fruit from fruit stores.,Smoothies are made of fresh fruit.,Smoothies are a type of smoothie made from fresh fruit.
Tom has listed a wrong equation. The whole problem solving process was wrong.,Equations cause systematic problems.,Equations are the process of assigning responsibility to one group of people at a time.
Scientists cut off the lateral roots of ragweed. Ragweed is still vigorous.,Ragweeds have taproots.,Ragweed is one of the most difficult plants to control due to the lack of a root system.
Lake wants to work out full hard glute. Lake's fitness instructor asked him to practice lunge.,Lunges are essential to having full hard glutes.,Lunge is a stretch of the glute hamstrings in the middle of the body.
Som oil was added to the carrier oil. The carrier oil was diluted.,Oils are usually dilutes in a carrier oil.,Dilution is the process of adding a certain amount of oil to a carrier oil to prevent it from oxid.
The Adhesives were exposed to oxygen. They hardened.,Adhesives harden as they oxidize.,Adhesives are very sensitive to the presence of carbon dioxide in the air.
Tom lost his legs before many years when he happened to a car accident. He can't walk.,Disability is defined as a restriction of activities as a result of impairment.,Deafness is one of the leading causes of death in people with deafness.
A boy slipped on the ice. The boy followed him slipped too.,Slips cause slips.,Ice is a dangerous substance.
Tom is going to buy a bicycle. He is also equipped with a helmet for safety.,Cyclists use equipment.,Cyclists wear helmets.
This tree has great viability. It has great potential to germinate.,Viability is the potential to germinate.,Germination is the process of germinating a plant from seed into a full-grown adult.
Tom has some biluminescenes in the sea. He found that there were some dinoflagellates.,Dinoflagellates are the most common sources of bioluminescence in the surface waters of the ocean.,Dinoflamellates are present in all marine mammals.
There was a swan in the office. The official got the beautiful feather.,Officials kill swans.,Swans are one of the most beautiful birds of their kind.
It had been fifteen years since the aardwolf was born. It died before long.,Aardwolves can live up to about fifteen years.,Aardwolves are one of the few species in the wild to have ever lived longer than one year.
There is something wrong with the patient's valve. The doctor found that his valve did not close when the heart contracted.,Valves close the ostia when the heart contracts.,Vasoconstriction occurs when the blood pressure exceeds the limit of the body's ability to pump enough blood.
Jerry is allergic to lactose. He may eat most unusual foods by mistake.,Lactose hides in the most unusual foods.,Lactose is the most common cause of anaphylactic shock in infants.
A pterosaur was running in the forest. No one can run more fast than it.,Pterosaurs seem to have the same speed range as modern birds.,Pterosaurs are very slow-moving animals with only a few vertebrae to their body.
Tom was diagnosed with asexuality. His wife has no sexual desire on him.,Asexuality is defined as the lack of sexual attraction to other people.,Asexuality is a non-consensual sexual attraction to another person without their consent.
The boys were trained with patterns. They developed fixed habits.,Patterns become habits.,Patterns are a set of patterns of actions taken by a group of people over a period of time.
