There are several ocelots near Tom's farm. Tom loses his sheep once a week.,Ocelots pursue prey., Ocelots live in the wild.
Metabolism indicates change of energy. Trainers have changes of energy in their body.,Trainers have metabolism.,Trainers use energy.
Grace's father caught a babirusa. Grace couldn't bite its meat at dinner.,Babirusas have rough skin.,"

Grace is one of the few people in the world who can eat babuses."
The guest asks for a new plate. The waitress walked to him.,Waitresses bring plates.,"

""Excuse me,"" he said."
Lina went into her bedroom carelessly. She was tripped by the chair.,Bedrooms have chairs.,"

""I woke up in the middle of the night,"" she said."
He said he saw leprechauns yesterday. I knew he told a lie.,Leprechauns are imaginary beings.,"

""I have never seen a leper in my life."
Fresh air should be delivered. More tubes are needed.,Tubes deliver air.,"

Tubes are used to deliver air."
Having pollen stored up is something the bees are keeping for mid-late winter. The queen begins to increase her egg laying rate at that time.,Queens feed on pollen.,"

Pollen is also a good source of pollen."
This bee hurts and cannot dance. It cannot communicate with other bees about the food sources.,Bees communicate with each other about food sources using dances.,Bees are very sensitive to the smell of their food.
John has a pest infestation in his garden. He bought some medicine to get rid of squash bugs.,Pests include squash bugs.,Squash is one of the most common pests in the United States.
Litter killed the cleaner. All aspects of society should be responsible for his death.,Litter is left behind by all aspects of society., Cleaners are a part of society.
Jack is an oceanographer. He is at sea all the year round.,Oceanographers study the ocean.,"

Sea level is one of the most important determinants of global sea level change."
Tim learnt more knowledge with the growth of age. He becomes more excellent than before.,Optimization requires knowledge.,"

Age is a measure of ability."
The man wished to reach Mercury in the atmosphere. He would have to travel a long distances.,Mercury can travel long distances in the atmosphere., Mercury is the highest point in the solar system.
All students have watsed some rice and thrown them. There are more people starving.,Waste causes serious problems., Rice is a good source of protein.
The hunter wants to hunt the deer. He was always following the deer.,Hunters follow deer tracks.,"

Hunters are hunters."
I was starved for days. I crave for food.,Starvation causes hunger., I want to eat things.
A long shower made my skin lost moisture. I saw the Shrinkage on my body.,Shrinkage occurs as moisture is lost.,Shrinkages are caused by a lack of moisture in the skin.
The living environment here is harsh. The health of residents is affected.,Circumstances affect health.,"

Hospitals provide basic care."
They poured a lot of waste water into the river. The amount of pollutants they emit exceeds the limit.,Pollutants include waste.,"

""Pollution is one of the most significant environmental problems in the world."
Water was used as as a new source of electricity. This hydro-energetic power manifested its own drawbacks.,Sources have drawbacks.,"

Hydro-energies have drawbacks."
"Tom has seen a lot of rhes and he bought some food for them. They are afraid of being hurt, so they walked and ate the food in Tom's hands.",Rheas continuously move as they feed.,Rhes eat food.
The students don't know what to represent the weight of a bull. The teacher said that kilograms should be used.,Bulls weigh kilograms.,"

Bulls weigh less than pounds."
Tom suffers from diabete. Tom can only eat food with sweeteners when he wants to eat sugar.,Diabetics commonly use sweeteners to keep their blood sugar in check.,Dietary sweeteners have adverse effects on the pancreas.
"When it comes to winter, trees begin to shrink. Cedar shrinks in the smallest sense.",Cedar tends to shrink less than other species of wood., Cedar is one of the few plants growing in the summer.
He wanted to remove hard water deposits from glassware. He used vinegar.,Vinegar removes hard water deposits from glassware.,"

Vinegar is a common ingredient in wine."
We were curious about the light produced after a chemical reaction. Our teacher informed us that it was chemiluminescence.,Chemiluminescence refers to the production of light through a chemical reaction.,Chemilumine is a light produced by chemical reactions.
Tom bought some bricks. He built his own Cuckoo house.,Cuckoo is a house made of bricks.,Cuckoo houses are made of bricks.
